palavra,n_vogais,vogais_unicas,letra_0,letra_1,letra_2,letra_3,letra_4,probabilidade,n_consoantes,consoantes_unicas,n_letras_diferentes
apolo,3,2,a,p,o,l,o,3.738946738703707e-05,2,2,4
aptas,2,1,a,p,t,a,s,1.869473369351853e-05,3,3,4
aptos,2,2,a,p,t,o,s,0.0,3,3,5
apura,3,2,a,p,u,r,a,0.0,2,2,4
apure,3,3,a,p,u,r,e,0.0,2,2,5
apuro,3,3,a,p,u,r,o,0.0,2,2,5
apoie,4,4,a,p,o,i,e,0.0,1,1,5
aquem,3,3,a,q,u,e,m,0.0001308631358546,2,2,5
arada,3,1,a,r,a,d,a,0.0,2,2,3
arado,3,2,a,r,a,d,o,5.608420108055561e-05,2,2,4
arais,3,2,a,r,a,i,s,0.0,2,2,4
arame,3,2,a,r,a,m,e,1.869473369351853e-05,2,2,4
aramo,3,2,a,r,a,m,o,0.0,2,2,4
arara,3,1,a,r,a,r,a,3.738946738703707e-05,2,1,2
arava,3,1,a,r,a,v,a,0.0,2,2,3
araca,3,1,a,r,a,c,a,1.869473369351853e-05,2,2,3
arcai,3,2,a,r,c,a,i,0.0,2,2,4
arcam,2,1,a,r,c,a,m,0.0,3,3,4
arcar,2,1,a,r,c,a,r,0.0,3,2,3
arcas,2,1,a,r,c,a,s,3.738946738703707e-05,3,3,4
arcos,2,2,a,r,c,o,s,0.0001121684021611,3,3,5
arcou,3,3,a,r,c,o,u,0.0,2,2,5
ardam,2,1,a,r,d,a,m,0.0,3,3,4
ardas,2,1,a,r,d,a,s,0.0,3,3,4
ardei,3,3,a,r,d,e,i,0.0,2,2,5
ardem,2,2,a,r,d,e,m,3.738946738703707e-05,3,3,5
arder,2,2,a,r,d,e,r,5.608420108055561e-05,3,2,4
ardes,2,2,a,r,d,e,s,0.0,3,3,5
ardeu,3,3,a,r,d,e,u,1.869473369351853e-05,2,2,5
ardia,3,2,a,r,d,i,a,9.347366846759269e-05,2,2,4
ardil,2,2,a,r,d,i,l,9.347366846759269e-05,3,3,5
ardis,2,2,a,r,d,i,s,5.608420108055561e-05,3,3,5
ardor,2,2,a,r,d,o,r,0.0001308631358546,3,2,4
areal,3,2,a,r,e,a,l,1.869473369351853e-05,2,2,4
areia,4,3,a,r,e,i,a,0.0003925894075638,1,1,4
areis,3,3,a,r,e,i,s,0.0,2,2,5
areja,3,2,a,r,e,j,a,0.0,2,2,4
areje,3,2,a,r,e,j,e,0.0,2,2,4
arejo,3,3,a,r,e,j,o,0.0,2,2,5
aremo,3,3,a,r,e,m,o,0.0,2,2,5
arena,3,2,a,r,e,n,a,7.477893477407414e-05,2,2,4
arfai,3,2,a,r,f,a,i,0.0,2,2,4
arfam,2,1,a,r,f,a,m,0.0,3,3,4
arfar,2,1,a,r,f,a,r,0.0,3,2,3
arfas,2,1,a,r,f,a,s,0.0,3,3,4
arfei,3,3,a,r,f,e,i,0.0,2,2,5
arfem,2,2,a,r,f,e,m,0.0,3,3,5
arfes,2,2,a,r,f,e,s,0.0,3,3,5
arfou,3,3,a,r,f,o,u,1.869473369351853e-05,2,2,5
argua,3,2,a,r,g,u,a,0.0,2,2,4
arguo,3,3,a,r,g,u,o,0.0,2,2,5
argui,3,3,a,r,g,u,i,0.0,2,2,5
armai,3,2,a,r,m,a,i,0.0,2,2,4
armam,2,1,a,r,m,a,m,1.869473369351853e-05,3,2,3
armar,2,1,a,r,m,a,r,7.477893477407414e-05,3,2,3
armas,2,1,a,r,m,a,s,0.003533304668075,3,3,4
armei,3,3,a,r,m,e,i,0.0,2,2,5
armem,2,2,a,r,m,e,m,0.0,3,2,4
armes,2,2,a,r,m,e,s,0.0,3,3,5
armou,3,3,a,r,m,o,u,7.477893477407414e-05,2,2,5
aroma,3,2,a,r,o,m,a,7.477893477407414e-05,2,2,4
arpoa,3,2,a,r,p,o,a,0.0,2,2,4
arpoe,3,3,a,r,p,o,e,0.0,2,2,5
arpao,3,2,a,r,p,a,o,1.869473369351853e-05,2,2,4
arpoo,3,2,a,r,p,o,o,0.0,2,2,4
arque,3,3,a,r,q,u,e,0.0,2,2,5
arrea,3,2,a,r,r,e,a,0.0,2,1,3
arria,3,2,a,r,r,i,a,0.0,2,1,3
arrie,3,3,a,r,r,i,e,0.0,2,1,4
arrio,3,3,a,r,r,i,o,0.0,2,1,4
arroz,2,2,a,r,r,o,z,3.738946738703707e-05,3,2,4
artes,2,2,a,r,t,e,s,9.347366846759269e-05,3,3,5
asila,3,2,a,s,i,l,a,0.0,2,2,4
asile,3,3,a,s,i,l,e,0.0,2,2,5
asilo,3,3,a,s,i,l,o,5.608420108055561e-05,2,2,5
asnos,2,2,a,s,n,o,s,1.869473369351853e-05,3,2,4
aspas,2,1,a,s,p,a,s,0.0,3,2,3
assai,3,2,a,s,s,a,i,0.0,2,1,3
assam,2,1,a,s,s,a,m,0.0,3,2,3
assar,2,1,a,s,s,a,r,3.738946738703707e-05,3,2,3
assas,2,1,a,s,s,a,s,0.0,3,1,2
assaz,2,1,a,s,s,a,z,0.0001121684021611,3,2,3
assei,3,3,a,s,s,e,i,0.0,2,1,4
assem,2,2,a,s,s,e,m,1.869473369351853e-05,3,2,4
asses,2,2,a,s,s,e,s,0.0,3,1,3
assea,3,2,a,s,s,e,a,0.0,2,1,3
assim,2,2,a,s,s,i,m,0.0133854293245592,3,2,4
assis,2,2,a,s,s,i,s,3.738946738703707e-05,3,1,3
assoa,3,2,a,s,s,o,a,0.0,2,1,3
assoe,3,3,a,s,s,o,e,0.0,2,1,4
assou,3,3,a,s,s,o,u,0.0,2,1,4
assoo,3,2,a,s,s,o,o,0.0,2,1,3
astro,2,2,a,s,t,r,o,1.869473369351853e-05,3,3,5
ataca,3,1,a,t,a,c,a,1.869473369351853e-05,2,2,3
ataco,3,2,a,t,a,c,o,0.0,2,2,4
atada,3,1,a,t,a,d,a,1.869473369351853e-05,2,2,3
atado,3,2,a,t,a,d,o,7.477893477407414e-05,2,2,4
atais,3,2,a,t,a,i,s,0.0,2,2,4
atamo,3,2,a,t,a,m,o,0.0,2,2,4
atara,3,1,a,t,a,r,a,1.869473369351853e-05,2,2,3
atava,3,1,a,t,a,v,a,3.738946738703707e-05,2,2,3
ateai,4,3,a,t,e,a,i,0.0,1,1,4
atear,3,2,a,t,e,a,r,0.0,2,2,4
ateei,4,3,a,t,e,e,i,0.0,1,1,4
ateia,4,3,a,t,e,i,a,1.869473369351853e-05,1,1,4
ateie,4,3,a,t,e,i,e,0.0,1,1,4
ateio,4,4,a,t,e,i,o,0.0,1,1,5
ateis,3,3,a,t,e,i,s,0.0,2,2,5
atemo,3,3,a,t,e,m,o,0.0,2,2,5
ateou,4,4,a,t,e,o,u,0.0,1,1,5
atera,3,2,a,t,e,r,a,0.0,2,2,4
ateus,3,3,a,t,e,u,s,0.0,2,2,5
ateve,3,2,a,t,e,v,e,3.738946738703707e-05,2,2,4
atice,3,3,a,t,i,c,e,0.0,2,2,5
atido,3,3,a,t,i,d,o,1.869473369351853e-05,2,2,5
atina,3,2,a,t,i,n,a,0.0,2,2,4
atine,3,3,a,t,i,n,e,0.0,2,2,5
atino,3,3,a,t,i,n,o,1.869473369351853e-05,2,2,5
atira,3,2,a,t,i,r,a,1.869473369351853e-05,2,2,4
atire,3,3,a,t,i,r,e,0.0,2,2,5
atiro,3,3,a,t,i,r,o,0.0,2,2,5
ativa,3,2,a,t,i,v,a,1.869473369351853e-05,2,2,4
ative,3,3,a,t,i,v,e,0.0,2,2,5
ativo,3,3,a,t,i,v,o,3.738946738703707e-05,2,2,5
atica,3,2,a,t,i,c,a,1.869473369351853e-05,2,2,4
atico,3,3,a,t,i,c,o,0.0,2,2,5
atlas,2,1,a,t,l,a,s,0.0,3,3,4
atola,3,2,a,t,o,l,a,0.0,2,2,4
atole,3,3,a,t,o,l,e,0.0,2,2,5
atolo,3,2,a,t,o,l,o,0.0,2,2,4
atrai,3,2,a,t,r,a,i,9.347366846759269e-05,2,2,4
atriz,2,2,a,t,r,i,z,1.869473369351853e-05,3,3,5
atras,2,1,a,t,r,a,s,0.0012338524237722,3,3,4
atuai,4,3,a,t,u,a,i,0.0,1,1,4
atual,3,2,a,t,u,a,l,0.0001308631358546,2,2,4
atuam,3,2,a,t,u,a,m,3.738946738703707e-05,2,2,4
atuar,3,2,a,t,u,a,r,0.0,2,2,4
atuas,3,2,a,t,u,a,s,0.0,2,2,4
atuei,4,4,a,t,u,e,i,0.0,1,1,5
atuem,3,3,a,t,u,e,m,0.0,2,2,5
atues,3,3,a,t,u,e,s,0.0,2,2,5
atuns,2,2,a,t,u,n,s,0.0,3,3,5
atuou,4,3,a,t,u,o,u,0.0,1,1,4
atura,3,2,a,t,u,r,a,3.738946738703707e-05,2,2,4
ature,3,3,a,t,u,r,e,0.0,2,2,5
aturo,3,3,a,t,u,r,o,0.0,2,2,5
atens,2,2,a,t,e,n,s,0.0,3,3,5
audaz,3,2,a,u,d,a,z,5.608420108055561e-05,2,2,4
aulas,3,2,a,u,l,a,s,0.0,2,2,4
auras,3,2,a,u,r,a,s,7.477893477407414e-05,2,2,4
autor,3,3,a,u,t,o,r,0.0009908208857564,2,2,5
autos,3,3,a,u,t,o,s,0.0001121684021611,2,2,5
autua,4,2,a,u,t,u,a,0.0,1,1,3
autue,4,3,a,u,t,u,e,0.0,1,1,4
autuo,4,3,a,u,t,u,o,0.0,1,1,4
avais,3,2,a,v,a,i,s,0.0,2,2,4
avara,3,1,a,v,a,r,a,0.0,2,2,3
avaro,3,2,a,v,a,r,o,1.869473369351853e-05,2,2,4
aveia,4,3,a,v,e,i,a,0.0,1,1,4
aveio,4,4,a,v,e,i,o,0.0,1,1,5
avela,3,2,a,v,e,l,a,3.738946738703707e-05,2,2,4
aviai,4,2,a,v,i,a,i,0.0,1,1,3
aviam,3,2,a,v,i,a,m,0.0,2,2,4
aviar,3,2,a,v,i,a,r,0.0,2,2,4
avias,3,2,a,v,i,a,s,0.0,2,2,4
aviei,4,3,a,v,i,e,i,0.0,1,1,4
aviem,3,3,a,v,i,e,m,0.0,2,2,5
avier,3,3,a,v,i,e,r,0.0,2,2,5
avies,3,3,a,v,i,e,s,0.0,2,2,5
avimo,3,3,a,v,i,m,o,0.0,2,2,5
aviou,4,4,a,v,i,o,u,0.0,1,1,5
avira,3,2,a,v,i,r,a,0.0,2,2,4
avisa,3,2,a,v,i,s,a,1.869473369351853e-05,2,2,4
avise,3,3,a,v,i,s,e,1.869473369351853e-05,2,2,5
aviso,3,3,a,v,i,s,o,0.0002243368043222,2,2,5
aviva,3,2,a,v,i,v,a,3.738946738703707e-05,2,1,3
avive,3,3,a,v,i,v,e,0.0,2,1,4
avivo,3,3,a,v,i,v,o,0.0,2,1,4
aviao,4,3,a,v,i,a,o,0.0,1,1,4
avens,2,2,a,v,e,n,s,0.0,3,3,5
axial,3,2,a,x,i,a,l,0.0,2,2,4
axila,3,2,a,x,i,l,a,0.0,2,2,4
azara,3,1,a,z,a,r,a,0.0,2,2,3
azare,3,2,a,z,a,r,e,0.0,2,2,4
azaro,3,2,a,z,a,r,o,0.0,2,2,4
azeda,3,2,a,z,e,d,a,3.738946738703707e-05,2,2,4
azede,3,2,a,z,e,d,e,0.0,2,2,4
azedo,3,3,a,z,e,d,o,1.869473369351853e-05,2,2,5
azias,3,2,a,z,i,a,s,0.0,2,2,4
azoto,3,2,a,z,o,t,o,0.0,2,2,4
azuis,3,3,a,z,u,i,s,0.0002243368043222,2,2,5
azula,3,2,a,z,u,l,a,1.869473369351853e-05,2,2,4
azule,3,3,a,z,u,l,e,0.0,2,2,5
azulo,3,3,a,z,u,l,o,0.0,2,2,5
acude,3,3,a,c,u,d,e,3.738946738703707e-05,2,2,5
acoes,3,3,a,c,o,e,s,0.0003925894075638,2,2,5
aerea,4,2,a,e,r,e,a,0.0,1,1,3
aereo,4,3,a,e,r,e,o,0.0,1,1,4
babai,3,2,b,a,b,a,i,0.0,2,1,3
babam,2,1,b,a,b,a,m,0.0,3,2,3
babar,2,1,b,a,b,a,r,0.0,3,2,3
babas,2,1,b,a,b,a,s,0.0,3,2,3
babei,3,3,b,a,b,e,i,0.0,2,1,4
babem,2,2,b,a,b,e,m,0.0,3,2,4
babes,2,2,b,a,b,e,s,0.0,3,2,4
babou,3,3,b,a,b,o,u,0.0,2,1,4
babao,3,2,b,a,b,a,o,0.0,2,1,3
bacia,3,2,b,a,c,i,a,0.0002056420706287,2,2,4
bafos,2,2,b,a,f,o,s,0.0,3,3,5
bagas,2,1,b,a,g,a,s,1.869473369351853e-05,3,3,4
bagos,2,2,b,a,g,o,s,3.738946738703707e-05,3,3,5
bahia,3,2,b,a,h,i,a,0.0014394944944009,2,2,4
baias,3,2,b,a,i,a,s,1.869473369351853e-05,2,2,4
baila,3,2,b,a,i,l,a,9.347366846759269e-05,2,2,4
baile,3,3,b,a,i,l,e,0.0001869473369351,2,2,5
bailo,3,3,b,a,i,l,o,0.0,2,2,5
baita,3,2,b,a,i,t,a,0.0,2,2,4
baixa,3,2,b,a,i,x,a,0.0006356209455796,2,2,4
baixe,3,3,b,a,i,x,e,0.0,2,2,5
baixo,3,3,b,a,i,x,o,0.0011403787553046,2,2,5
baiao,4,3,b,a,i,a,o,1.869473369351853e-05,1,1,4
balam,2,1,b,a,l,a,m,0.0,3,3,4
balas,2,1,b,a,l,a,s,0.0012338524237722,3,3,4
balde,2,2,b,a,l,d,e,1.869473369351853e-05,3,3,5
balem,2,2,b,a,l,e,m,0.0,3,3,5
bales,2,2,b,a,l,e,s,0.0,3,3,5
balea,3,2,b,a,l,e,a,0.0,2,2,4
balia,3,2,b,a,l,i,a,0.0,2,2,4
balir,2,2,b,a,l,i,r,0.0,3,3,5
balis,2,2,b,a,l,i,s,0.0,3,3,5
baliu,3,3,b,a,l,i,u,0.0,2,2,5
balsa,2,1,b,a,l,s,a,0.0,3,3,4
balao,3,2,b,a,l,a,o,1.869473369351853e-05,2,2,4
bamba,2,1,b,a,m,b,a,0.0,3,2,3
bambo,2,2,b,a,m,b,o,0.0,3,2,4
bambu,2,2,b,a,m,b,u,1.869473369351853e-05,3,2,4
banal,2,1,b,a,n,a,l,7.477893477407414e-05,3,3,4
banca,2,1,b,a,n,c,a,3.738946738703707e-05,3,3,4
banco,2,2,b,a,n,c,o,7.477893477407414e-05,3,3,5
banda,2,1,b,a,n,d,a,0.0008973472172888,3,3,4
bando,2,2,b,a,n,d,o,0.0002804210054027,3,3,5
banem,2,2,b,a,n,e,m,0.0,3,3,5
banes,2,2,b,a,n,e,s,0.0,3,3,5
banha,2,1,b,a,n,h,a,3.738946738703707e-05,3,3,4
banhe,2,2,b,a,n,h,e,0.0,3,3,5
banho,2,2,b,a,n,h,o,0.0001308631358546,3,3,5
bania,3,2,b,a,n,i,a,0.0,2,2,4
banir,2,2,b,a,n,i,r,0.0,3,3,5
banis,2,2,b,a,n,i,s,0.0,3,3,5
baniu,3,3,b,a,n,i,u,0.0,2,2,5
banjo,2,2,b,a,n,j,o,0.0,3,3,5
baque,3,3,b,a,q,u,e,1.869473369351853e-05,2,2,5
barba,2,1,b,a,r,b,a,0.0004860630760314,3,2,3
barca,2,1,b,a,r,c,a,5.608420108055561e-05,3,3,4
barco,2,2,b,a,r,c,o,0.000504757809725,3,3,5
bardo,2,2,b,a,r,d,o,0.0,3,3,5
bares,2,2,b,a,r,e,s,0.0,3,3,5
barra,2,1,b,a,r,r,a,0.0001308631358546,3,2,3
barre,2,2,b,a,r,r,e,0.0,3,2,4
barro,2,2,b,a,r,r,o,0.0002804210054027,3,2,4
barao,3,2,b,a,r,a,o,1.869473369351853e-05,2,2,4
bases,2,2,b,a,s,e,s,9.347366846759269e-05,3,2,4
basea,3,2,b,a,s,e,a,0.0,2,2,4
basta,2,1,b,a,s,t,a,0.001084294554224,3,3,4
baste,2,2,b,a,s,t,e,1.869473369351853e-05,3,3,5
basto,2,2,b,a,s,t,o,3.738946738703707e-05,3,3,5
batam,2,1,b,a,t,a,m,0.0,3,3,4
batas,2,1,b,a,t,a,s,0.0,3,3,4
batei,3,3,b,a,t,e,i,0.0,2,2,5
batel,2,2,b,a,t,e,l,3.738946738703707e-05,3,3,5
batem,2,2,b,a,t,e,m,5.608420108055561e-05,3,3,5
bater,2,2,b,a,t,e,r,0.0004673683423379,3,3,5
bates,2,2,b,a,t,e,s,1.869473369351853e-05,3,3,5
bateu,3,3,b,a,t,e,u,5.608420108055561e-05,2,2,5
batia,3,2,b,a,t,i,a,0.0002991157390962,2,2,4
batom,2,2,b,a,t,o,m,0.0,3,3,5
bauru,3,2,b,a,u,r,u,0.0,2,2,4
bazar,2,1,b,a,z,a,r,0.0,3,3,4
bacos,2,2,b,a,c,o,s,7.477893477407414e-05,3,3,5
beata,3,2,b,e,a,t,a,3.738946738703707e-05,2,2,4
beato,3,3,b,e,a,t,o,9.347366846759269e-05,2,2,5
bebam,2,2,b,e,b,a,m,0.0,3,2,4
bebas,2,2,b,e,b,a,s,0.0,3,2,4
bebei,3,2,b,e,b,e,i,0.0,2,1,3
bebem,2,1,b,e,b,e,m,5.608420108055561e-05,3,2,3
beber,2,1,b,e,b,e,r,0.0002617262717092,3,2,3
bebes,2,1,b,e,b,e,s,1.869473369351853e-05,3,2,3
bebeu,3,2,b,e,b,e,u,5.608420108055561e-05,2,1,3
bebia,3,3,b,e,b,i,a,1.869473369351853e-05,2,1,4
becas,2,2,b,e,c,a,s,0.0,3,3,5
becos,2,2,b,e,c,o,s,0.0003738946738703,3,3,5
beija,3,3,b,e,i,j,a,7.477893477407414e-05,2,2,5
beije,3,2,b,e,i,j,e,0.0,2,2,4
beijo,3,3,b,e,i,j,o,0.0003178104727898,2,2,5
beira,3,3,b,e,i,r,a,0.000542147277112,2,2,5
beire,3,2,b,e,i,r,e,0.0,2,2,4
beiro,3,3,b,e,i,r,o,0.0,2,2,5
beico,3,3,b,e,i,c,o,1.869473369351853e-05,2,2,5
belas,2,2,b,e,l,a,s,0.0004299788749509,3,3,5
belga,2,2,b,e,l,g,a,0.0,3,3,5
belos,2,2,b,e,l,o,s,0.0001121684021611,3,3,5
bemol,2,2,b,e,m,o,l,0.0,3,3,5
benta,2,2,b,e,n,t,a,0.0,3,3,5
benza,2,2,b,e,n,z,a,0.0,3,3,5
benze,2,1,b,e,n,z,e,0.0,3,3,4
benzi,2,2,b,e,n,z,i,1.869473369351853e-05,3,3,5
benzo,2,2,b,e,n,z,o,0.0,3,3,5
beque,3,2,b,e,q,u,e,0.0,2,2,4
berra,2,2,b,e,r,r,a,0.0,3,2,4
berre,2,1,b,e,r,r,e,0.0,3,2,3
berro,2,2,b,e,r,r,o,0.0,3,2,4
berco,2,2,b,e,r,c,o,0.0002617262717092,3,3,5
besta,2,2,b,e,s,t,a,0.0002617262717092,3,3,5
bicai,3,2,b,i,c,a,i,0.0,2,2,4
bicam,2,2,b,i,c,a,m,0.0,3,3,5
bicar,2,2,b,i,c,a,r,0.0,3,3,5
bicas,2,2,b,i,c,a,s,0.0,3,3,5
bicha,2,2,b,i,c,h,a,0.0,3,3,5
bicho,2,2,b,i,c,h,o,3.738946738703707e-05,3,3,5
bicos,2,2,b,i,c,o,s,1.869473369351853e-05,3,3,5
bicou,3,3,b,i,c,o,u,0.0,2,2,5
biela,3,3,b,i,e,l,a,0.0,2,2,5
bigas,2,2,b,i,g,a,s,0.0,3,3,5
bingo,2,2,b,i,n,g,o,0.0,3,3,5
bique,3,3,b,i,q,u,e,0.0,2,2,5
birra,2,2,b,i,r,r,a,0.0,3,2,4
bispo,2,2,b,i,s,p,o,0.0001495578695481,3,3,5
bisao,3,3,b,i,s,a,o,0.0,2,2,5
blefa,2,2,b,l,e,f,a,0.0,3,3,5
blefe,2,1,b,l,e,f,e,0.0,3,3,4
blefo,2,2,b,l,e,f,o,0.0,3,3,5
bloco,2,1,b,l,o,c,o,5.608420108055561e-05,3,3,4
blusa,2,2,b,l,u,s,a,5.608420108055561e-05,3,3,5
boate,3,3,b,o,a,t,e,0.0,2,2,5
boato,3,2,b,o,a,t,o,3.738946738703707e-05,2,2,4
bobas,2,2,b,o,b,a,s,0.0,3,2,4
bobea,3,3,b,o,b,e,a,0.0,2,1,4
bobos,2,1,b,o,b,o,s,0.0,3,2,3
bocal,2,2,b,o,c,a,l,0.0,3,3,5
bocas,2,2,b,o,c,a,s,0.0001495578695481,3,3,5
bocha,2,2,b,o,c,h,a,0.0,3,3,5
bodas,2,2,b,o,d,a,s,0.0002617262717092,3,3,5
bodes,2,2,b,o,d,e,s,0.0,3,3,5
boiai,4,3,b,o,i,a,i,0.0,1,1,4
boiar,3,3,b,o,i,a,r,0.0,2,2,5
boiei,4,3,b,o,i,e,i,0.0,1,1,4
boina,3,3,b,o,i,n,a,0.0,2,2,5
boiou,4,3,b,o,i,o,u,0.0,1,1,4
bolai,3,3,b,o,l,a,i,0.0,2,2,5
bolam,2,2,b,o,l,a,m,0.0,3,3,5
bolar,2,2,b,o,l,a,r,0.0,3,3,5
bolas,2,2,b,o,l,a,s,0.0001121684021611,3,3,5
boldo,2,1,b,o,l,d,o,0.0,3,3,4
bolei,3,3,b,o,l,e,i,0.0,2,2,5
bolem,2,2,b,o,l,e,m,0.0,3,3,5
boles,2,2,b,o,l,e,s,0.0,3,3,5
bolha,2,2,b,o,l,h,a,0.0,3,3,5
bolos,2,1,b,o,l,o,s,3.738946738703707e-05,3,3,4
bolou,3,2,b,o,l,o,u,0.0,2,2,4
bolsa,2,2,b,o,l,s,a,0.0003365052064833,3,3,5
bolso,2,1,b,o,l,s,o,0.0001869473369351,3,3,4
bolao,3,2,b,o,l,a,o,0.0,2,2,4
bomba,2,2,b,o,m,b,a,3.738946738703707e-05,3,2,4
bonde,2,2,b,o,n,d,e,0.0,3,3,5
bones,2,2,b,o,n,e,s,9.347366846759269e-05,3,3,5
borda,2,2,b,o,r,d,a,0.0006730104129666,3,3,5
borde,2,2,b,o,r,d,e,0.0,3,3,5
bordo,2,1,b,o,r,d,o,0.0001121684021611,3,3,4
borra,2,2,b,o,r,r,a,1.869473369351853e-05,3,2,4
borre,2,2,b,o,r,r,e,0.0,3,2,4
borro,2,1,b,o,r,r,o,1.869473369351853e-05,3,2,3
bossa,2,2,b,o,s,s,a,1.869473369351853e-05,3,2,4
bosta,2,2,b,o,s,t,a,0.0,3,3,5
botai,3,3,b,o,t,a,i,0.0,2,2,5
botam,2,2,b,o,t,a,m,0.0,3,3,5
botar,2,2,b,o,t,a,r,3.738946738703707e-05,3,3,5
botas,2,2,b,o,t,a,s,0.0002430315380157,3,3,5
botei,3,3,b,o,t,e,i,0.0,2,2,5
botem,2,2,b,o,t,e,m,0.0,3,3,5
botes,2,2,b,o,t,e,s,3.738946738703707e-05,3,3,5
botou,3,2,b,o,t,o,u,1.869473369351853e-05,2,2,4
botao,3,2,b,o,t,a,o,7.477893477407414e-05,2,2,4
boxea,3,3,b,o,x,e,a,0.0,2,2,5
braba,2,1,b,r,a,b,a,0.0,3,2,3
brabo,2,2,b,r,a,b,o,1.869473369351853e-05,3,2,4
brada,2,1,b,r,a,d,a,0.0,3,3,4
brade,2,2,b,r,a,d,e,0.0,3,3,5
brado,2,2,b,r,a,d,o,0.0001682526032416,3,3,5
braga,2,1,b,r,a,g,a,3.738946738703707e-05,3,3,4
brama,2,1,b,r,a,m,a,1.869473369351853e-05,3,3,4
brame,2,2,b,r,a,m,e,1.869473369351853e-05,3,3,5
brami,2,2,b,r,a,m,i,0.0,3,3,5
bramo,2,2,b,r,a,m,o,0.0,3,3,5
brasa,2,1,b,r,a,s,a,0.0001121684021611,3,3,4
brava,2,1,b,r,a,v,a,3.738946738703707e-05,3,3,4
bravo,2,2,b,r,a,v,o,0.0003738946738703,3,3,5
braca,2,1,b,r,a,c,a,0.0,3,3,4
braco,2,2,b,r,a,c,o,0.0012899366248527,3,3,5
breca,2,2,b,r,e,c,a,3.738946738703707e-05,3,3,5
breco,2,2,b,r,e,c,o,0.0,3,3,5
brejo,2,2,b,r,e,j,o,1.869473369351853e-05,3,3,5
breta,2,2,b,r,e,t,a,0.0,3,3,5
breve,2,1,b,r,e,v,e,0.0017573049671907,3,3,4
brida,2,2,b,r,i,d,a,7.477893477407414e-05,3,3,5
briga,2,2,b,r,i,g,a,0.0,3,3,5
brigo,2,2,b,r,i,g,o,0.0,3,3,5
brins,1,1,b,r,i,n,s,0.0,4,4,5
brios,2,2,b,r,i,o,s,3.738946738703707e-05,3,3,5
brisa,2,2,b,r,i,s,a,0.0003178104727898,3,3,5
brita,2,2,b,r,i,t,a,0.0,3,3,5
brito,2,2,b,r,i,t,o,0.0001308631358546,3,3,5
broas,2,2,b,r,o,a,s,0.0,3,3,5
broca,2,2,b,r,o,c,a,3.738946738703707e-05,3,3,5
broco,2,1,b,r,o,c,o,0.0,3,3,4
bromo,2,1,b,r,o,m,o,0.0,3,3,4
brota,2,2,b,r,o,t,a,0.0,3,3,5
brote,2,2,b,r,o,t,e,0.0,3,3,5
broto,2,1,b,r,o,t,o,0.0,3,3,4
bruma,2,2,b,r,u,m,a,0.0,3,3,5
bruta,2,2,b,r,u,t,a,5.608420108055561e-05,3,3,5
bruto,2,2,b,r,u,t,o,0.0002991157390962,3,3,5
bruxa,2,2,b,r,u,x,a,5.608420108055561e-05,3,3,5
bruxo,2,2,b,r,u,x,o,1.869473369351853e-05,3,3,5
bucal,2,2,b,u,c,a,l,0.0,3,3,5
bucha,2,2,b,u,c,h,a,1.869473369351853e-05,3,3,5
bucho,2,2,b,u,c,h,o,0.0,3,3,5
bueno,3,3,b,u,e,n,o,5.608420108055561e-05,2,2,5
bufai,3,3,b,u,f,a,i,0.0,2,2,5
bufam,2,2,b,u,f,a,m,0.0,3,3,5
bufar,2,2,b,u,f,a,r,1.869473369351853e-05,3,3,5
bufas,2,2,b,u,f,a,s,0.0,3,3,5
bufei,3,3,b,u,f,e,i,0.0,2,2,5
bufem,2,2,b,u,f,e,m,0.0,3,3,5
bufes,2,2,b,u,f,e,s,0.0,3,3,5
bufou,3,2,b,u,f,o,u,0.0,2,2,4
bufao,3,3,b,u,f,a,o,1.869473369351853e-05,2,2,5
bujao,3,3,b,u,j,a,o,0.0,2,2,5
bulam,2,2,b,u,l,a,m,0.0,3,3,5
bulas,2,2,b,u,l,a,s,1.869473369351853e-05,3,3,5
bulbo,2,2,b,u,l,b,o,1.869473369351853e-05,3,2,4
bules,2,2,b,u,l,e,s,0.0,3,3,5
bulia,3,3,b,u,l,i,a,0.0,2,2,5
bulir,2,2,b,u,l,i,r,3.738946738703707e-05,3,3,5
bulis,2,2,b,u,l,i,s,0.0,3,3,5
buliu,3,2,b,u,l,i,u,0.0,2,2,4
bumbo,2,2,b,u,m,b,o,0.0,3,2,4
bunda,2,2,b,u,n,d,a,0.0,3,3,5
bunde,2,2,b,u,n,d,e,0.0,3,3,5
bundo,2,2,b,u,n,d,o,0.0,3,3,5
burgo,2,2,b,u,r,g,o,0.0,3,3,5
burla,2,2,b,u,r,l,a,0.0002991157390962,3,3,5
burle,2,2,b,u,r,l,e,0.0,3,3,5
burlo,2,2,b,u,r,l,o,0.0,3,3,5
burra,2,2,b,u,r,r,a,9.347366846759269e-05,3,2,4
burro,2,2,b,u,r,r,o,0.0006543156792731,3,2,4
busca,2,2,b,u,s,c,a,0.0005982314781925,3,3,5
busco,2,2,b,u,s,c,o,0.0,3,3,5
busto,2,2,b,u,s,t,o,0.0001682526032416,3,3,5
buxos,2,2,b,u,x,o,s,0.0,3,3,5
bario,3,3,b,a,r,i,o,0.0,2,2,5
bilis,2,1,b,i,l,i,s,0.0,3,3,4
boiam,3,3,b,o,i,a,m,0.0,2,2,5
boias,3,3,b,o,i,a,s,0.0,2,2,5
